Kiribath,Chicken Curry,Kiribath with Chicken Curry,"Rice,  Coconut milk,  Salt, Chicken,  Spices","50.0, 40.0, 2.5, 40.0, 5.0","SLA009, SLI006, SLH006, SLK004",721.0,15.89,55.68,38.795,1.59,3.44,0.0,17.16,0.15999999999999998,9.895,186.0,25.939999999999998,16.015,235.5,710.04,787.315,509.635,0.09,37.745
Pittu,Lunu Miris,Pittu with Lunu Miris,"Rice flour,  Coconut,  Water, Onion,  Chili,  Salt","25.0, 25.0, 10.0, 20.0, 50.0, 30.0","SLA010, SLI005, , SLK016, SLE027, SLK011",194.0,6.075000000000001,16.402500000000003,28.6825,5.8825,0.1075,0.5475,2.45,1.3625,19.505,115.7575,35.0325,7.530000000000001,313.23,10936.8775,1011.2725,467.0325,3.5100000000000002,22.58
Lamprais,Chicken Curry,Lamprais with Chicken Curry,"Rice,  Meat,  Spices, Chicken,  Coconut milk","100.0, 30.0, 15.0, 40.0, 10.0","SLA008, SLH009, SLK004, SLH006, SLI006",1444.0,31.61,111.08,79.41,1.17,6.88,0.0,34.21,0.31,21.630000000000003,340.0,42.36,32.510000000000005,457.0,1495.08,1384.63,900.27,0.14,76.06
Lamprais,Chicken Curry,Lamprais with Chicken Curry,"Rice,  Meat,  Spices, Chicken,  Coconut milk","100.0, 30.0, 15.0, 40.0, 10.0","SLA008, SLH009, SLK004, SLH006, SLI006",1444.0,31.61,111.08,79.41,1.17,6.88,0.0,34.21,0.31,21.630000000000003,340.0,42.36,32.510000000000005,457.0,1495.08,1384.63,900.27,0.14,76.06
String Hoppers,Chicken Curry,String Hoppers with Chicken Curry,"Rice flour,  Water,  Salt, Chicken,  Coconut milk,  Spices","25.0, 10.0, 0.5, 40.0, 10.0, 5.0","SLA010, SLH006, SLI006, SLK004",359.25,8.255,27.69,19.1675,0.59,1.72,0.0,8.625,0.0775,5.5,81.75,11.6175,7.992500000000001,97.48,334.77,328.6575,213.8175,0.02,18.6575
String Hoppers,Pol Sambol,String Hoppers with Pol Sambol,"Rice flour,  Water,  Salt, Coconut,  Chili","25.0, 10.0, 0.5, 20.0, 5.0","SLA010, SLI005, SLK004, SLK016, SLE027, SLK011",419.0,6.075000000000001,41.402499999999996,28.6825,5.8825,0.1075,0.5475,2.45,1.3625,19.505,115.7575,35.0325,7.530000000000001,313.23,10959.647500000001,1013.1800000000001,467.35,3.5100000000000002,22.58
String Hoppers,Parippu,String Hoppers with Parippu,"Rice flour,  Water,  Salt, Dhal,  Coconut milk,  Spices, Termeric powder","25.0, 10.0, 0.5, 10.0, 10.0, 5.0, 0.25","SLA010, SLC001, SLI006, SLK004, SLK019",467.25,9.365,27.970000000000002,43.550000000000004,9.8125,8.99,4.489999999999999,4.58,0.8500000000000001,41.93000000000001,189.25,93.07249999999999,12.087499999999999,862.98,686.27,397.4075,1229.8175,0.49749999999999994,39.4175
String Hoppers,Jackfruit Curry,String Hoppers with Jackfruit Curry,"Rice flour,  Water,  Salt, Jackfruit,  Coconut milk,  Spices, curry leaves","25.0, 10.0, 0.5, 15.0, 10.0, 5.0, 0.25","SLA010, SLE024, SLI006, SLK004, SLK009",347.75,5.0925,25.675,23.2925,6.0375,348.2875,31.4625,69.735,0.51,178.83,56.625,60.47,5.7125,239.48000000000002,212.125,104.42,269.4075,3.2275,19.5275
String Hoppers,Chicken Curry,String Hoppers with Chicken Curry,"Rice flour,  Water,  Salt, Chicken,  Coconut milk,  Spices","25.0, 10.0, 0.5, 40.0, 10.0, 5.0","SLA010, SLH006, SLI006, SLK004",359.25,8.255,27.69,19.1675,0.59,1.72,0.0,8.625,0.0775,5.5,81.75,11.6175,7.992500000000001,97.48,334.77,328.6575,213.8175,0.02,18.6575
String Hoppers,Potato Curry,String Hoppers with Potato Curry,"Rice flour,  Water,  Salt, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder","25.0, 10.0, 0.5, 20.0, 30.0, 10.0, 5.0, 2.0","SLA010, SLB006, SLI006, SLK004, SLK009, SKL019",347.5,4.6850000000000005,25.7025,23.692500000000003,5.5875,347.25,31.2975,68.3375,0.5075,174.1925,68.10249999999999,58.5325,6.3225,307.73,214.58,97.35249999999999,294.0675,0.26,22.237499999999997
String Hoppers,Cuttlefish Curry,String Hoppers with Cuttlefish Curry,"Rice flour,  Water,  Salt, Cuttlefish,  Coconut milk,  Spices","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF019, SLI006, SLK004",338.0,6.48,26.1,19.1675,0.59,3.0075,0.0,1.3275000000000001,0.04,3.645,76.0,12.794999999999998,17.0275,92.48,431.77,253.6575,310.3175,0.02,18.6575
String Hoppers,Thalapath Fish Curry,String Hoppers with Thalapath Fish Curry,"Rice flour,  Water,  Salt, Thalapath fish,  Coconut milk,  Spices","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF006, SLI006, SLK004",315.25,2.47,25.38,19.1675,0.59,0.0,0.0,0.7125,0.02,1.735,37.5,6.572499999999999,0.3875,21.98,140.27,82.6575,125.0675,0.02,18.6575
String Hoppers,Egg Curry,String Hoppers with Egg Curry,"Rice flour,  Water,  Salt, Egg,  Coconut milk,  Chillies","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLH001,  SLI005, SLK002",142.5,6.325000000000001,3.82,20.48,1.65,61.54,2.1875,22.5325,0.605,19.332499999999996,101.9575,18.56,40.3725,145.98000000000002,1098.0,1355.035,651.0,0.27,19.1375
String Hoppers,Prawn Curry,String Hoppers with Prawn Curry,"Rice flour,  Water,  Salt, Prawn,  Coconut milk,  Chillies","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF043,  SLI005, SLK002",116.25,6.7525,0.71,20.48,1.65,9.85,1.8050000000000002,7.275,0.8400000000000001,16.25,99.7075,27.2825,48.1225,151.98000000000002,180.25,108.91749999999999,260.5,0.27,19.1375
String Hoppers,Kochchi Sambol,String Hoppers with Kochchi Sambol,"Rice flour,  Water,  Salt, Green chili,  Coconut","25.0, 10.0, 0.5, 10.0, 30.0","SLA010, SLK002, SLI005",163.75,4.862500000000001,16.3675,22.7175,5.5600000000000005,9.54,1.0725,7.205000000000001,1.4000000000000001,15.2975,102.70749999999998,35.905,5.375,277.73,10908.0,1004.785,474.5,1.8775,19.1375
String Hoppers,Coconut Sambol,String Hoppers with Coconut Sambol,"Rice flour,  Water,  Salt, Coconut,  Chili,  Onion","25.0, 10.0, 0.5, 50.0, 15.0, 20.0","SLA010, SLI005,  SLK002, SLD060",160.75,4.795,16.242500000000003,22.247500000000002,5.82,0.0,1.005,68.635,1.78,19.0375,96.2025,45.415,9.002500000000001,273.48,10899.0025,997.12,388.9475,1.7475,18.932499999999997
String Hoppers,Kiri Hodi,String Hoppers with Kiri Hodi,"Rice flour,  Water,  Salt, Coconut milk","25.0, 10.0, 0.5, 60.0","SLA010, SLI005",154.0,4.2925,16.177500000000002,21.405,4.5,0.0,0.0,1.385,1.34,10.235,87.75,26.6775,4.640000000000001,182.98,10875.5,995.75,364.0,1.6275,18.6575
String Hoppers,Maalu Badun,String Hoppers with Maalu Badun,"Rice flour,  Water,  Salt, Fish,  Oil","25.0, 10.0, 0.5, 90.0, 15.0","SLA010, SLF035, SLJ002",343.25,8.595,25.74,19.1675,0.59,4.1625,0.815,3.62,0.16249999999999998,4.19,110.5,15.535,13.61,111.23,305.27,157.6575,268.8175,0.02,18.6575
String Hoppers,Spicy Crab,String Hoppers with Spicy Crab,"Rice flour,  Water,  Salt, Crab,  Oil,  chillies","25.0, 10.0, 0.5, 70.0, 20.0, 10.0","SLA010, SLF045, SLJ002, SLK002",336.25,5.540000000000001,25.7075,20.48,1.65,11.622499999999999,1.4825,6.79,0.665,57.04749999999999,90.7075,27.529999999999998,77.3725,173.48000000000002,196.5475,108.35,267.8175,0.27,19.1375
Vegetable Fried Rice,Chicken Curry,Vegetable Fried Rice with Chicken Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006",1559.0,41.66,112.83,90.83000000000001,29.11,2635.88,130.2,589.51,4.1899999999999995,764.49,471.88,313.01,121.4,1671.0,1924.84,1455.3,1791.06,4.470000000000001,81.32
Vegetable Fried Rice,Parippu,Vegetable Fried Rice with Parippu,"Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 10.0, 5.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019",1991.0,46.1,113.95,188.36,66.0,2664.96,148.16,573.33,7.280000000000001,910.21,901.88,638.8299999999999,137.78,4733.0,3330.84,1730.3,5855.0599999999995,6.380000000000001,164.35999999999999
Vegetable Fried Rice,Wambatu Moju,Vegetable Fried Rice with Wambatu Moju,"Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause","100.0, 20.0, 25.0, 5.5, 3.0, 2.5, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084",1383.0,18.52,103.59,90.83000000000001,29.11,2629.0,130.2,557.86,3.96,749.4300000000001,294.88,292.83,90.98,1369.0,1146.84,471.3,1436.06,4.470000000000001,81.32
Vegetable Fried Rice,Chicken Curry,Vegetable Fried Rice with Chicken Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006",1559.0,41.66,112.83,90.83000000000001,29.11,2635.88,130.2,589.51,4.1899999999999995,764.49,471.88,313.01,121.4,1671.0,1924.84,1455.3,1791.06,4.470000000000001,81.32
Vegetable Fried Rice,Devilled Chicken,Vegetable Fried Rice with Devilled Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006",1559.0,41.66,112.83,90.83000000000001,29.11,2635.88,130.2,589.51,4.1899999999999995,764.49,471.88,313.01,121.4,1671.0,1924.84,1455.3,1791.06,4.470000000000001,81.32
Vegetable Fried Rice,Devilled Fish,Vegetable Fried Rice with Devilled Fish,"Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006",1383.0,18.52,103.59,90.83000000000001,29.11,2629.0,130.2,557.86,3.96,749.4300000000001,294.88,292.83,90.98,1369.0,1146.84,471.3,1436.06,4.470000000000001,81.32
Vegetable Fried Rice,Ala Badun,Vegetable Fried Rice with Ala Badun,"Rice,  Vegetables, onion,  Spices, curry leaves, Potato,  Oil,  Salt","100.0, 20.0, 50.0, 5.0, 3.0, 2.5, 40.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002",2354.0,20.189999999999998,203.84,105.92000000000002,30.83,2629.0,130.39,560.36,4.01,759.2600000000001,352.85,316.66999999999996,95.06,1910.0,1284.1599999999999,493.88,1576.33,4.8100000000000005,92.69999999999999
Vegetable Fried Rice,Cashew Curry,Vegetable Fried Rice with Cashew Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002",2002.0,39.269999999999996,149.51,121.22000000000001,37.59,2667.16,138.26999999999998,583.21,5.75,803.6800000000001,891.71,601.7399999999999,102.86,2393.0,8929.84,28688.44,9216.06,8.600000000000001,103.35
Vegetable Fried Rice,Green Pea Curry,Vegetable Fried Rice with Green Pea Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002",1712.0,42.769999999999996,105.28000000000002,142.65,50.63,2686.66,138.1,593.04,4.5600000000000005,868.6400000000001,692.71,475.74,106.39,2875.0,1536.84,529.13,2511.06,6.1000000000000005,128.21999999999997
Vegetable Fried Rice,Ginger Chicken,Vegetable Fried Rice with Ginger Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1654.0,46.169999999999995,114.4,105.51000000000002,37.95,2689.06,138.52999999999997,641.3499999999999,4.779999999999999,805.4300000000001,578.0400000000001,409.85,136.07,2451.0,2278.84,1562.55,2586.06,6.780000000000001,87.07
Vegetable Fried Rice,Fish Cutlets,Vegetable Fried Rice with Fish Cutlets,"Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002",1487.0,36.4,106.97,90.83000000000001,29.11,2643.42,130.2,558.76,5.63,792.8100000000001,505.88,323.71999999999997,176.8,1688.0,2850.84,1295.3,1946.06,4.470000000000001,81.32
Vegetable Fried Rice,Vegetable Cutlets,Vegetable Fried Rice with Vegetable Cutlets,"Rice,  Vegetables, onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009,  SLB006,  SLK002",1383.0,18.52,103.59,90.83000000000001,29.11,2629.0,130.2,557.86,3.96,749.4300000000001,294.88,292.83,90.98,1369.0,1146.84,471.3,1436.06,4.470000000000001,81.32
Vegetable Fried Rice,Tapioca Chips,Vegetable Fried Rice with Tapioca Chips,"Rice,  Vegetables, onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002",1461.0,19.439999999999998,103.78,108.41000000000001,33.86,2629.0,130.32999999999998,557.86,4.13,769.21,339.78,316.56,101.73,1645.0,1205.33,481.18,1519.6799999999998,6.66,96.55999999999999
Vegetable Fried Rice,potatoe cheese Balls,Vegetable Fried Rice with potatoe cheese Balls,"Rice,  Vegetables, onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018",1763.0,38.269999999999996,131.86,102.50000000000001,29.11,2827.0,130.2,557.86,3.96,1392.43,850.88,292.83,1394.98,1369.0,1146.84,471.3,1436.06,4.470000000000001,81.32
Vegetable Fried Rice,Vegetable Balls,Vegetable Fried Rice with Vegetable Balls,"Rice,  Vegetables, onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009,  SLD055,  SLD049,  SLB006,  SLK018",1383.0,18.52,103.59,90.83000000000001,29.11,2629.0,130.2,557.86,3.96,749.4300000000001,294.88,292.83,90.98,1369.0,1146.84,471.3,1436.06,4.470000000000001,81.32
Vegetable Fried Rice,Ginger Chicken,Vegetable Fried Rice with Ginger Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1654.0,46.169999999999995,114.4,105.51000000000002,37.95,2689.06,138.52999999999997,641.3499999999999,4.779999999999999,805.4300000000001,578.0400000000001,409.85,136.07,2451.0,2278.84,1562.55,2586.06,6.780000000000001,87.07
Chicken Fried Rice,Chicken Curry,Chicken Fried Rice with Chicken Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 50.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009",1529.0,40.809999999999995,112.38000000000001,85.79,24.72,1395.88,129.02,571.21,3.9699999999999998,736.84,438.25,301.31,69.62,1421.0,1840.09,1433.94,1537.06,1.24,80.1
Chicken Fried Rice,Wambatu Moju,Chicken Fried Rice with Wambatu Moju,"Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause","100.0, 50.0, 20.0, 5.5, 3.0, 2.5, 20.0, 5.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084",1529.0,40.809999999999995,112.38000000000001,85.79,24.72,1395.88,129.02,571.21,3.9699999999999998,736.84,438.25,301.31,69.62,1421.0,1840.09,1433.94,1537.06,1.24,80.1
Chicken Fried Rice,Chicken Curry,Chicken Fried Rice with Chicken Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 50.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009",1529.0,40.809999999999995,112.38000000000001,85.79,24.72,1395.88,129.02,571.21,3.9699999999999998,736.84,438.25,301.31,69.62,1421.0,1840.09,1433.94,1537.06,1.24,80.1
Chicken Fried Rice,Devilled Chicken,Chicken Fried Rice with Devilled Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009",1529.0,40.809999999999995,112.38000000000001,85.79,24.72,1395.88,129.02,571.21,3.9699999999999998,736.84,438.25,301.31,69.62,1421.0,1840.09,1433.94,1537.06,1.24,80.1
Chicken Fried Rice,Devilled Fish,Chicken Fried Rice with Devilled Fish,"Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006",1529.0,40.809999999999995,112.38000000000001,85.79,24.72,1395.88,129.02,571.21,3.9699999999999998,736.84,438.25,301.31,69.62,1421.0,1840.09,1433.94,1537.06,1.24,80.1
Chicken Fried Rice,Ala Badun,Chicken Fried Rice with Ala Badun,"Rice,  Chicken,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 40.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002",2500.0,42.48,212.63,100.88000000000001,26.439999999999998,1395.88,129.21,573.71,4.02,746.6700000000001,496.22,325.15,73.7,1962.0,1977.4099999999999,1456.5200000000002,1677.33,1.58,91.47999999999999
Chicken Fried Rice,Cashew Curry,Chicken Fried Rice with Cashew Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002",2148.0,61.559999999999995,158.3,116.18,33.2,1434.0400000000002,137.09,596.5600000000001,5.76,791.09,1035.08,610.2199999999999,81.5,2445.0,9623.09,29651.079999999998,9317.06,5.37,102.13
Chicken Fried Rice,Green Pea Curry,Chicken Fried Rice with Green Pea Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002",1858.0,65.05999999999999,114.07000000000002,137.61,46.24,1453.5400000000002,136.92000000000002,606.39,4.57,856.0500000000001,836.08,484.22,85.03,2927.0,2230.09,1491.7700000000002,2612.06,2.87,126.99999999999999
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002",1624.0,45.31999999999999,113.95000000000002,100.47,33.56,1449.0600000000002,137.35,623.05,4.56,777.7800000000001,544.41,398.15,84.29,2201.0,2194.09,1541.19,2332.06,3.55,85.85
Chicken Fried Rice,Fish Cutlets,Chicken Fried Rice with Fish Cutlets,"Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002",1633.0,58.69,115.76,85.79,24.72,1410.3000000000002,129.02,572.11,5.64,780.22,649.25,332.2,155.44,1740.0,3544.09,2257.94,2047.06,1.24,80.1
Chicken Fried Rice,Vegetable Cutlets,Chicken Fried Rice with Vegetable Cutlets,"Rice,  Chicken,  onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002",1559.0,41.66,112.83000000000001,90.83000000000001,29.11,2635.88,130.20000000000002,589.51,4.1899999999999995,764.49,471.88,313.01,121.4,1671.0,1924.84,1455.3,1791.06,4.470000000000001,81.32
Chicken Fried Rice,Tapioca Chips,Chicken Fried Rice with Tapioca Chips,"Rice,  Chicken,  onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002",1607.0,41.73,112.57000000000001,103.37,29.47,1395.88,129.15,571.21,4.14,756.62,483.15,325.04,80.37,1697.0,1898.58,1443.8200000000002,1620.6799999999998,3.4299999999999997,95.33999999999999
