Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
String Hoppers,Potato Curry,String Hoppers with Potato Curry,"Rice flour,  Water,  Salt, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder","25.0, 10.0, 0.5, 20.0, 30.0, 10.0, 5.0, 2.0","SLA010, SLB006, SLI006, SLK004, SLK009, SKL019"
String Hoppers,Cuttlefish Curry,String Hoppers with Cuttlefish Curry,"Rice flour,  Water,  Salt, Cuttlefish,  Coconut milk,  Spices","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF019, SLI006, SLK004"
String Hoppers,Thalapath Fish Curry,String Hoppers with Thalapath Fish Curry,"Rice flour,  Water,  Salt, Thalapath fish,  Coconut milk,  Spices","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF006, SLI006, SLK004"
String Hoppers,Egg Curry,String Hoppers with Egg Curry,"Rice flour,  Water,  Salt, Egg,  Coconut milk,  Chillies","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLH001,  SLI005, SLK002"
String Hoppers,Prawn Curry,String Hoppers with Prawn Curry,"Rice flour,  Water,  Salt, Prawn,  Coconut milk,  Chillies","25.0, 10.0, 0.5, 50.0, 25.0, 10.0","SLA010, SLF043,  SLI005, SLK002"
String Hoppers,Kochchi Sambol,String Hoppers with Kochchi Sambol,"Rice flour,  Water,  Salt, Green chili,  Coconut","25.0, 10.0, 0.5, 10.0, 30.0","SLA010, SLK002, SLI005"
String Hoppers,Coconut Sambol,String Hoppers with Coconut Sambol,"Rice flour,  Water,  Salt, Coconut,  Chili,  Onion","25.0, 10.0, 0.5, 50.0, 15.0, 20.0","SLA010, SLI005,  SLK002, SLD060"
String Hoppers,Kiri Hodi,String Hoppers with Kiri Hodi,"Rice flour,  Water,  Salt, Coconut milk","25.0, 10.0, 0.5, 60.0","SLA010, SLI005"
String Hoppers,Maalu Badun,String Hoppers with Maalu Badun,"Rice flour,  Water,  Salt, Fish,  Oil","25.0, 10.0, 0.5, 90.0, 15.0","SLA010, SLF035, SLJ002"
String Hoppers,Spicy Crab,String Hoppers with Spicy Crab,"Rice flour,  Water,  Salt, Crab,  Oil,  chillies","25.0, 10.0, 0.5, 70.0, 20.0, 10.0","SLA010, SLF045, SLJ002, SLK002"
Vegetable Fried Rice,Chicken Curry,Vegetable Fried Rice with Chicken Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006"
Vegetable Fried Rice,Parippu,Vegetable Fried Rice with Parippu,"Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 10.0, 5.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019"
Vegetable Fried Rice,Wambatu Moju,Vegetable Fried Rice with Wambatu Moju,"Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause","100.0, 20.0, 25.0, 5.5, 3.0, 2.5, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084"
Vegetable Fried Rice,Chicken Curry,Vegetable Fried Rice with Chicken Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 20.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006"
Vegetable Fried Rice,Devilled Chicken,Vegetable Fried Rice with Devilled Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006"
Vegetable Fried Rice,Devilled Fish,Vegetable Fried Rice with Devilled Fish,"Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006"
Vegetable Fried Rice,Ala Badun,Vegetable Fried Rice with Ala Badun,"Rice,  Vegetables, onion,  Spices, curry leaves, Potato,  Oil,  Salt","100.0, 20.0, 50.0, 5.0, 3.0, 2.5, 40.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002"
Vegetable Fried Rice,Cashew Curry,Vegetable Fried Rice with Cashew Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002"
Vegetable Fried Rice,Green Pea Curry,Vegetable Fried Rice with Green Pea Curry,"Rice,  Vegetables, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002"
Vegetable Fried Rice,Ginger Chicken,Vegetable Fried Rice with Ginger Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Vegetable Fried Rice,Fish Cutlets,Vegetable Fried Rice with Fish Cutlets,"Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,Vegetable Cutlets,Vegetable Fried Rice with Vegetable Cutlets,"Rice,  Vegetables, onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009,  SLB006,  SLK002"
Vegetable Fried Rice,Tapioca Chips,Vegetable Fried Rice with Tapioca Chips,"Rice,  Vegetables, onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,potatoe cheese Balls,Vegetable Fried Rice with potatoe cheese Balls,"Rice,  Vegetables, onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,Vegetable Balls,Vegetable Fried Rice with Vegetable Balls,"Rice,  Vegetables, onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,Ginger Chicken,Vegetable Fried Rice with Ginger Chicken,"Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 20.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Chicken Fried Rice,Chicken Curry,Chicken Fried Rice with Chicken Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 50.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009"
Chicken Fried Rice,Wambatu Moju,Chicken Fried Rice with Wambatu Moju,"Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause","100.0, 50.0, 20.0, 5.5, 3.0, 2.5, 20.0, 5.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084"
Chicken Fried Rice,Chicken Curry,Chicken Fried Rice with Chicken Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 50.0, 20.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009"
Chicken Fried Rice,Devilled Chicken,Chicken Fried Rice with Devilled Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009"
Chicken Fried Rice,Devilled Fish,Chicken Fried Rice with Devilled Fish,"Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006"
Chicken Fried Rice,Ala Badun,Chicken Fried Rice with Ala Badun,"Rice,  Chicken,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 40.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002"
Chicken Fried Rice,Cashew Curry,Chicken Fried Rice with Cashew Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002"
Chicken Fried Rice,Green Pea Curry,Chicken Fried Rice with Green Pea Curry,"Rice,  Chicken,  onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002"
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002"
Chicken Fried Rice,Fish Cutlets,Chicken Fried Rice with Fish Cutlets,"Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,Vegetable Cutlets,Chicken Fried Rice with Vegetable Cutlets,"Rice,  Chicken,  onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,Tapioca Chips,Chicken Fried Rice with Tapioca Chips,"Rice,  Chicken,  onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002"
Chicken Fried Rice,potatoe cheese Balls,Chicken Fried Rice with potatoe cheese Balls,"Rice,  Chicken,  onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018"
Chicken Fried Rice,Vegetable Balls,Chicken Fried Rice with Vegetable Balls,"Rice,  Chicken,  onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002"
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006"
Egg Fried Rice,Wambatu Moju,Egg Fried Rice with Wambatu Moju,"Rice,  Egg,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause","100.0, 30.0, 10.0, 5.5, 3.0, 2.5, 20.0, 5.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084"
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006"
Egg Fried Rice,Devilled Chicken,Egg Fried Rice with Devilled Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006"
Egg Fried Rice,Devilled Fish,Egg Fried Rice with Devilled Fish,"Rice,  Egg,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLF006"
Egg Fried Rice,Ala Badun,Egg Fried Rice with Ala Badun,"Rice,  Egg,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 40.0, 30.0, 30.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002"
Egg Fried Rice,Cashew Curry,Egg Fried Rice with Cashew Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002"
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Egg Fried Rice,Fish Cutlets,Egg Fried Rice with Fish Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002"
Egg Fried Rice,Vegetable Cutlets,Egg Fried Rice with Vegetable Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002"
Egg Fried Rice,Tapioca Chips,Egg Fried Rice with Tapioca Chips,"Rice,  Egg,  onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002"
Egg Fried Rice,potatoe cheese Balls,Egg Fried Rice with potatoe cheese Balls,"Rice,  Egg,  onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018"
Egg Fried Rice,Vegetable Balls,Egg Fried Rice with Vegetable Balls,"Rice,  Egg,  onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006"
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006"
Seafood Fried Rice,Devilled Chicken,Seafood Fried Rice with Devilled Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 10.0, 5.0, 0.25","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006"
Seafood Fried Rice,Devilled Fish,Seafood Fried Rice with Devilled Fish,"Rice,  Seafood,  Oninon, Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 10.0, 5.0, 0.25","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009"
Seafood Fried Rice,Ala Badun,Seafood Fried Rice with Ala Badun,"Rice,  Seafood,  Oninon, Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 30.0, 30.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002"
Seafood Fried Rice,Cashew Curry,Seafood Fried Rice with Cashew Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002"
Seafood Fried Rice,Octopus Curry,Seafood Fried Rice with Octopus Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Octopus,  Coconut milk,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLF042,  SLI005, SLK002"
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Seafood Fried Rice,Fish Cutlets,Seafood Fried Rice with Fish Cutlets,"Rice,  Seafood,  Oninon, Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002"
Seafood Fried Rice,Vegetable Cutlets,Seafood Fried Rice with Vegetable Cutlets,"Rice,  Seafood,  Oninon, Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 40.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002"
Seafood Fried Rice,Tapioca Chips,Seafood Fried Rice with Tapioca Chips,"Rice,  Seafood,  Oninon, Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 20.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002"
Seafood Fried Rice,potatoe cheese Balls,Seafood Fried Rice with potatoe cheese Balls,"Rice,  Seafood,  Oninon, Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 60.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018"
Seafood Fried Rice,Vegetable Balls,Seafood Fried Rice with Vegetable Balls,"Rice,  Seafood,  Oninon, Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004"
