date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1553.33,4.2756
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,673.33,1.8534
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1876.67,5.1656
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1505.0,4.1426
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1238.8,3.4099
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Beans,KG,actual,Retail,LKR,540.4,1.4875
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,900.0,2.4773
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1072.0,2.9507
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Lentils,KG,actual,Retail,LKR,329.2,0.9061
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Bananas,KG,actual,Retail,LKR,248.0,0.6826
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,201.2,0.5538
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Carrots,KG,actual,Retail,LKR,300.0,0.8258
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,61.27,0.1686
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,362.0,0.9964
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,251.8,0.6931
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,342.8,0.9436
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Papaya,KG,actual,Retail,LKR,169.0,0.4652
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,516.67,1.4221
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,112.0,0.3083
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,247.2,0.6804
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,228.0,0.6276
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,228.0,0.6276
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.12,0.6031
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.6,0.632
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,45.52,0.1253
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2186.67,6.0189
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1210.0,3.3306
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,790.0,2.1745
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1650.0,4.5417
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2473.33,6.808
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1400.0,3.8536
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,770.67,2.1213
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2103.33,5.7895
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1131.8,3.1153
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1215.2,3.3449
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,pulses and nuts,Beans,KG,actual,Retail,LKR,535.8,1.4748
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,995.0,2.7388
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,900.0,2.4773
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,pulses and nuts,Lentils,KG,actual,Retail,LKR,346.0,0.9524
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Bananas,KG,actual,Retail,LKR,195.2,0.5373
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,244.0,0.6716
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Carrots,KG,actual,Retail,LKR,351.8,0.9683
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,68.73,0.1892
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,352.8,0.9711
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,271.73,0.748
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,424.13,1.1674
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Papaya,KG,actual,Retail,LKR,113.2,0.3116
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,328.5,0.9042
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,122.4,0.3369
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,296.0,0.8148
2023-10-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,261.6,0.7201
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,204.53,0.563
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.6056
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,cereals and tubers,Rice (white),KG,actual,Retail,LKR,232.5,0.64
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,49.52,0.1363
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1940.0,5.3399
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1184.67,3.2608
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,900.0,2.4773
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1512.5,4.1632
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2540.0,6.9915
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,880.0,2.4222
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,720.0,1.9818
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2120.0,5.8354
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1105.67,3.0434
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1240.0,3.4132
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,pulses and nuts,Beans,KG,actual,Retail,LKR,515.5,1.4189
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,924.5,2.5447
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,pulses and nuts,Lentils,KG,actual,Retail,LKR,329.5,0.907
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Bananas,KG,actual,Retail,LKR,227.2,0.6254
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,235.0,0.6468
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Carrots,KG,actual,Retail,LKR,358.0,0.9854
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,67.67,0.1863
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,349.5,0.962
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,251.47,0.6922
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,346.33,0.9533
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Papaya,KG,actual,Retail,LKR,133.6,0.3677
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,606.5,1.6694
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,139.0,0.3826
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,262.0,0.7212
2023-10-15,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,262.0,0.7212
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,229.8,0.6325
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,346.67,0.9542
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.88,0.5997
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.0,0.6331
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.58,0.131
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2135.0,5.8767
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1099.0,3.025
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,697.83,1.9208
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1028.33,2.8305
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2133.33,5.8721
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,747.5,2.0575
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,590.0,1.624
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1127.5,3.1035
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1063.0,2.926
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1133.7,3.1206
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,pulses and nuts,Beans,KG,actual,Retail,LKR,553.6,1.5238
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,859.4,2.3655
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,pulses and nuts,Lentils,KG,actual,Retail,LKR,313.32,0.8624
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Bananas,KG,actual,Retail,LKR,170.4,0.469
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,265.6,0.7311
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Carrots,KG,actual,Retail,LKR,370.4,1.0195
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,80.48,0.2215
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,398.4,1.0966
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,286.4,0.7883
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,476.8,1.3124
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Papaya,KG,actual,Retail,LKR,137.6,0.3788
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,162.8,0.4481
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,281.6,0.7751
2023-10-15,North Western,Puttalam,Puttalam,8.038129,79.838146,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,272.8,0.7509
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,196.22,0.5401
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.92,0.6053
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (white),KG,actual,Retail,LKR,231.0,0.6358
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.72,0.1314
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2232.0,6.1437
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1099.0,3.025
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1786.4,4.9171
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,840.4,2.3132
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,587.2,1.6163
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1310.0,3.6058
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1312.4,3.6124
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1284.4,3.5354
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,pulses and nuts,Beans,KG,actual,Retail,LKR,468.2,1.2887
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,830.2,2.2852
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1244.0,3.4242
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,pulses and nuts,Lentils,KG,actual,Retail,LKR,328.6,0.9045
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Bananas,KG,actual,Retail,LKR,136.0,0.3743
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,182.6,0.5026
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Carrots,KG,actual,Retail,LKR,284.0,0.7817
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,58.4,0.1607
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,221.8,0.6105
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,242.2,0.6667
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,298.0,0.8203
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,322.2,0.8869
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Papaya,KG,actual,Retail,LKR,64.0,0.1762
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,537.0,1.4781
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,71.0,0.1954
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,137.8,0.3793
2023-10-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,202.0,0.556
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,236.8,0.6518
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,327.5,0.9015
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.4,0.6039
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (white),KG,actual,Retail,LKR,232.6,0.6402
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.92,0.1347
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2448.0,6.7382
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1077.2,2.965
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,987.6,2.7184
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1448.0,3.9857
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,939.2,2.5852
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1326.8,3.6521
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1174.0,3.2315
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Beans,KG,actual,Retail,LKR,586.8,1.6152
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,870.8,2.3969
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1163.0,3.2012
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Lentils,KG,actual,Retail,LKR,325.6,0.8962
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Bananas,KG,actual,Retail,LKR,224.4,0.6177
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,273.6,0.7531
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Carrots,KG,actual,Retail,LKR,401.6,1.1054
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,51.4,0.1415
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,298.4,0.8214
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,227.6,0.6265
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,334.6,0.921
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,442.8,1.2188
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Papaya,KG,actual,Retail,LKR,109.2,0.3006
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,492.8,1.3565
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,124.0,0.3413
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,246.8,0.6793
2023-10-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,284.0,0.7817
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,213.2,0.5868
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.57,0.6044
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.0,0.6331
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.92,0.1347
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1894.0,5.2133
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1192.0,3.281
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,810.0,2.2296
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1141.5,3.142
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,900.0,2.4773
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,440.0,1.2111
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1376.0,3.7875
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1210.0,3.3306
